"ccode.year","country","country.series","unit","series","ccode","year","value","country.year","population"
"BEN.1982","Benin","Benin","Billion Kwh","consumption","BEN","1982",0.155,"Benin.1982",NA
"BEN.1982","Benin","Benin","Million Kw","capacity","BEN","1982",0.015,"Benin.1982",NA
"BEN.1982","Benin","Benin","Billion Kwh","net imports","BEN","1982",0.166,"Benin.1982",NA
"BEN.1982","Benin","Benin","Billion Kwh","imports","BEN","1982",0.166,"Benin.1982",NA
"BEN.1982","Benin","Benin","Billion Kwh","exports","BEN","1982",0,"Benin.1982",NA
"BEN.1983","Benin","Benin","Billion Kwh","distribution losses","BEN","1983",0.032,"Benin.1983",NA
"BEN.1983","Benin","Benin","Billion Kwh","generation","BEN","1983",0.005,"Benin.1983",NA
"BEN.1983","Benin","Benin","Billion Kwh","consumption","BEN","1983",0.155,"Benin.1983",NA
"BEN.1983","Benin","Benin","Million Kw","capacity","BEN","1983",0.015,"Benin.1983",NA
"BEN.1983","Benin","Benin","Billion Kwh","net imports","BEN","1983",0.182,"Benin.1983",NA
"BEN.1983","Benin","Benin","Billion Kwh","imports","BEN","1983",0.182,"Benin.1983",NA
"BEN.1983","Benin","Benin","Billion Kwh","exports","BEN","1983",0,"Benin.1983",NA
"BEN.1984","Benin","Benin","Billion Kwh","distribution losses","BEN","1984",0.028,"Benin.1984",NA
"BEN.1984","Benin","Benin","Billion Kwh","generation","BEN","1984",0.005,"Benin.1984",NA
"BEN.1984","Benin","Benin","Billion Kwh","consumption","BEN","1984",0.137,"Benin.1984",NA
"BEN.1984","Benin","Benin","Million Kw","capacity","BEN","1984",0.015,"Benin.1984",NA
"BEN.1984","Benin","Benin","Billion Kwh","net imports","BEN","1984",0.16,"Benin.1984",NA
"BEN.1984","Benin","Benin","Billion Kwh","imports","BEN","1984",0.16,"Benin.1984",NA
"BEN.1984","Benin","Benin","Billion Kwh","exports","BEN","1984",0,"Benin.1984",NA
"BEN.1985","Benin","Benin","Billion Kwh","distribution losses","BEN","1985",0.03,"Benin.1985",NA
"BEN.1985","Benin","Benin","Billion Kwh","generation","BEN","1985",0.005,"Benin.1985",NA
"BEN.1985","Benin","Benin","Billion Kwh","consumption","BEN","1985",0.142,"Benin.1985",NA
"BEN.1985","Benin","Benin","Million Kw","capacity","BEN","1985",0.015,"Benin.1985",NA
"BEN.1985","Benin","Benin","Billion Kwh","net imports","BEN","1985",0.167,"Benin.1985",NA
"BEN.1985","Benin","Benin","Billion Kwh","imports","BEN","1985",0.167,"Benin.1985",NA
"BEN.1985","Benin","Benin","Billion Kwh","exports","BEN","1985",0,"Benin.1985",NA
"BEN.1986","Benin","Benin","Billion Kwh","distribution losses","BEN","1986",0.03,"Benin.1986",NA
"BEN.1986","Benin","Benin","Billion Kwh","generation","BEN","1986",0.005,"Benin.1986",NA
"BEN.1986","Benin","Benin","Billion Kwh","consumption","BEN","1986",0.14,"Benin.1986",NA
"BEN.1986","Benin","Benin","Million Kw","capacity","BEN","1986",0.015,"Benin.1986",NA
"BEN.1986","Benin","Benin","Billion Kwh","net imports","BEN","1986",0.165,"Benin.1986",NA
"BEN.1986","Benin","Benin","Billion Kwh","imports","BEN","1986",0.165,"Benin.1986",NA
"BEN.1986","Benin","Benin","Billion Kwh","exports","BEN","1986",0,"Benin.1986",NA
"BEN.1987","Benin","Benin","Billion Kwh","distribution losses","BEN","1987",0.039,"Benin.1987",NA
"BEN.1987","Benin","Benin","Billion Kwh","generation","BEN","1987",0.005,"Benin.1987",NA
"BEN.1987","Benin","Benin","Billion Kwh","consumption","BEN","1987",0.135,"Benin.1987",NA
"BEN.1987","Benin","Benin","Million Kw","capacity","BEN","1987",0.015,"Benin.1987",NA
"BEN.1987","Benin","Benin","Billion Kwh","net imports","BEN","1987",0.169,"Benin.1987",NA
"BEN.1987","Benin","Benin","Billion Kwh","imports","BEN","1987",0.169,"Benin.1987",NA
"BEN.1987","Benin","Benin","Billion Kwh","exports","BEN","1987",0,"Benin.1987",NA
"BEN.1988","Benin","Benin","Billion Kwh","distribution losses","BEN","1988",0.044,"Benin.1988",NA
"BEN.1988","Benin","Benin","Billion Kwh","generation","BEN","1988",0.005,"Benin.1988",NA
"BEN.1988","Benin","Benin","Billion Kwh","consumption","BEN","1988",0.131,"Benin.1988",NA
"BEN.1988","Benin","Benin","Million Kw","capacity","BEN","1988",0.015,"Benin.1988",NA
"BEN.1988","Benin","Benin","Billion Kwh","net imports","BEN","1988",0.17,"Benin.1988",NA
"BEN.1988","Benin","Benin","Billion Kwh","imports","BEN","1988",0.17,"Benin.1988",NA
"BEN.1988","Benin","Benin","Billion Kwh","exports","BEN","1988",0,"Benin.1988",NA
"BEN.1989","Benin","Benin","Billion Kwh","distribution losses","BEN","1989",0.04,"Benin.1989",NA
"BEN.1989","Benin","Benin","Billion Kwh","generation","BEN","1989",0.005,"Benin.1989",NA
"BEN.1989","Benin","Benin","Billion Kwh","consumption","BEN","1989",0.15,"Benin.1989",NA
"BEN.1989","Benin","Benin","Million Kw","capacity","BEN","1989",0.015,"Benin.1989",NA
"BEN.1989","Benin","Benin","Billion Kwh","net imports","BEN","1989",0.185,"Benin.1989",NA
"BEN.1989","Benin","Benin","Billion Kwh","imports","BEN","1989",0.185,"Benin.1989",NA
"BEN.1989","Benin","Benin","Billion Kwh","exports","BEN","1989",0,"Benin.1989",NA
"BEN.1990","Benin","Benin","Billion Kwh","exports","BEN","1990",0,"Benin.1990",4978496
"BEN.1990","Benin","Benin","Million Kw","capacity","BEN","1990",0.015,"Benin.1990",4978496
"BEN.1990","Benin","Benin","Billion Kwh","generation","BEN","1990",0.019,"Benin.1990",4978496
"BEN.1990","Benin","Benin","Billion Kwh","distribution losses","BEN","1990",0.043,"Benin.1990",4978496
"BEN.1990","Benin","Benin","Billion Kwh","net imports","BEN","1990",0.189,"Benin.1990",4978496
"BEN.1990","Benin","Benin","Billion Kwh","imports","BEN","1990",0.189,"Benin.1990",4978496
"BEN.1990","Benin","Benin","Billion Kwh","consumption","BEN","1990",0.165,"Benin.1990",4978496
"BEN.1991","Benin","Benin","Billion Kwh","distribution losses","BEN","1991",0.049,"Benin.1991",NA
"BEN.1991","Benin","Benin","Billion Kwh","generation","BEN","1991",0.022,"Benin.1991",NA
"BEN.1991","Benin","Benin","Billion Kwh","consumption","BEN","1991",0.176,"Benin.1991",NA
"BEN.1991","Benin","Benin","Million Kw","capacity","BEN","1991",0.015,"Benin.1991",NA
"BEN.1991","Benin","Benin","Billion Kwh","net imports","BEN","1991",0.203,"Benin.1991",NA
"BEN.1991","Benin","Benin","Billion Kwh","imports","BEN","1991",0.203,"Benin.1991",NA
"BEN.1991","Benin","Benin","Billion Kwh","exports","BEN","1991",0,"Benin.1991",NA
"BEN.1992","Benin","Benin","Billion Kwh","distribution losses","BEN","1992",0.032,"Benin.1992",NA
"BEN.1992","Benin","Benin","Billion Kwh","generation","BEN","1992",0.023,"Benin.1992",NA
"BEN.1992","Benin","Benin","Billion Kwh","consumption","BEN","1992",0.229,"Benin.1992",NA
"BEN.1992","Benin","Benin","Million Kw","capacity","BEN","1992",0.015,"Benin.1992",NA
"BEN.1992","Benin","Benin","Billion Kwh","net imports","BEN","1992",0.238,"Benin.1992",NA
"BEN.1992","Benin","Benin","Billion Kwh","imports","BEN","1992",0.238,"Benin.1992",NA
"BEN.1992","Benin","Benin","Billion Kwh","exports","BEN","1992",0,"Benin.1992",NA
"BEN.1993","Benin","Benin","Billion Kwh","distribution losses","BEN","1993",0.043,"Benin.1993",NA
"BEN.1993","Benin","Benin","Billion Kwh","generation","BEN","1993",0.024,"Benin.1993",NA
"BEN.1993","Benin","Benin","Billion Kwh","consumption","BEN","1993",0.221,"Benin.1993",NA
"BEN.1993","Benin","Benin","Million Kw","capacity","BEN","1993",0.015,"Benin.1993",NA
"BEN.1993","Benin","Benin","Billion Kwh","net imports","BEN","1993",0.24,"Benin.1993",NA
"BEN.1993","Benin","Benin","Billion Kwh","imports","BEN","1993",0.24,"Benin.1993",NA
"BEN.1993","Benin","Benin","Billion Kwh","exports","BEN","1993",0,"Benin.1993",NA
"BEN.1994","Benin","Benin","Billion Kwh","distribution losses","BEN","1994",0.038,"Benin.1994",NA
"BEN.1994","Benin","Benin","Billion Kwh","generation","BEN","1994",0.048,"Benin.1994",NA
"BEN.1994","Benin","Benin","Billion Kwh","consumption","BEN","1994",0.252,"Benin.1994",NA
"BEN.1994","Benin","Benin","Million Kw","capacity","BEN","1994",0.028,"Benin.1994",NA
"BEN.1994","Benin","Benin","Billion Kwh","net imports","BEN","1994",0.242,"Benin.1994",NA
"BEN.1994","Benin","Benin","Billion Kwh","imports","BEN","1994",0.242,"Benin.1994",NA
"BEN.1994","Benin","Benin","Billion Kwh","exports","BEN","1994",0,"Benin.1994",NA
"BEN.1995","Benin","Benin","Billion Kwh","consumption","BEN","1995",0.242,"Benin.1995",5905558
"BEN.1995","Benin","Benin","Million Kw","capacity","BEN","1995",0.028,"Benin.1995",5905558
"BEN.1995","Benin","Benin","Billion Kwh","generation","BEN","1995",0.029,"Benin.1995",5905558
"BEN.1995","Benin","Benin","Billion Kwh","imports","BEN","1995",0.255,"Benin.1995",5905558
"BEN.1995","Benin","Benin","Billion Kwh","distribution losses","BEN","1995",0.042,"Benin.1995",5905558
"BEN.1995","Benin","Benin","Billion Kwh","exports","BEN","1995",0,"Benin.1995",5905558
"BEN.1995","Benin","Benin","Billion Kwh","net imports","BEN","1995",0.255,"Benin.1995",5905558
"BEN.1996","Benin","Benin","Billion Kwh","distribution losses","BEN","1996",0.04,"Benin.1996",NA
"BEN.1996","Benin","Benin","Billion Kwh","generation","BEN","1996",0.0487,"Benin.1996",NA
"BEN.1996","Benin","Benin","Billion Kwh","consumption","BEN","1996",0.2787,"Benin.1996",NA
"BEN.1996","Benin","Benin","Million Kw","capacity","BEN","1996",0.048,"Benin.1996",NA
"BEN.1996","Benin","Benin","Billion Kwh","net imports","BEN","1996",0.27,"Benin.1996",NA
"BEN.1996","Benin","Benin","Billion Kwh","imports","BEN","1996",0.27,"Benin.1996",NA
"BEN.1996","Benin","Benin","Billion Kwh","exports","BEN","1996",0,"Benin.1996",NA
"BEN.1997","Benin","Benin","Billion Kwh","distribution losses","BEN","1997",0.042,"Benin.1997",NA
"BEN.1997","Benin","Benin","Billion Kwh","generation","BEN","1997",0.0517,"Benin.1997",NA
"BEN.1997","Benin","Benin","Billion Kwh","consumption","BEN","1997",0.2797,"Benin.1997",NA
"BEN.1997","Benin","Benin","Million Kw","capacity","BEN","1997",0.048,"Benin.1997",NA
"BEN.1997","Benin","Benin","Billion Kwh","net imports","BEN","1997",0.27,"Benin.1997",NA
"BEN.1997","Benin","Benin","Billion Kwh","imports","BEN","1997",0.27,"Benin.1997",NA
"BEN.1997","Benin","Benin","Billion Kwh","exports","BEN","1997",0,"Benin.1997",NA
"BEN.1998","Benin","Benin","Billion Kwh","distribution losses","BEN","1998",0.044,"Benin.1998",NA
"BEN.1998","Benin","Benin","Billion Kwh","generation","BEN","1998",0.0597,"Benin.1998",NA
"BEN.1998","Benin","Benin","Billion Kwh","consumption","BEN","1998",0.2707,"Benin.1998",NA
"BEN.1998","Benin","Benin","Million Kw","capacity","BEN","1998",0.05,"Benin.1998",NA
"BEN.1998","Benin","Benin","Billion Kwh","net imports","BEN","1998",0.255,"Benin.1998",NA
"BEN.1998","Benin","Benin","Billion Kwh","imports","BEN","1998",0.255,"Benin.1998",NA
"BEN.1998","Benin","Benin","Billion Kwh","exports","BEN","1998",0,"Benin.1998",NA
"BEN.1999","Benin","Benin","Billion Kwh","distribution losses","BEN","1999",0.053,"Benin.1999",NA
"BEN.1999","Benin","Benin","Billion Kwh","generation","BEN","1999",0.0677,"Benin.1999",NA
"BEN.1999","Benin","Benin","Billion Kwh","consumption","BEN","1999",0.3147,"Benin.1999",NA
"BEN.1999","Benin","Benin","Million Kw","capacity","BEN","1999",0.053,"Benin.1999",NA
"BEN.1999","Benin","Benin","Billion Kwh","net imports","BEN","1999",0.3,"Benin.1999",NA
"BEN.1999","Benin","Benin","Billion Kwh","imports","BEN","1999",0.3,"Benin.1999",NA
"BEN.1999","Benin","Benin","Billion Kwh","exports","BEN","1999",0,"Benin.1999",NA
"BEN.2000","Benin","Benin","Billion Kwh","imports","BEN","2000",0.37,"Benin.2000",6865951
"BEN.2000","Benin","Benin","Billion Kwh","distribution losses","BEN","2000",0.059,"Benin.2000",6865951
"BEN.2000","Benin","Benin","Million Kw","capacity","BEN","2000",0.053,"Benin.2000",6865951
"BEN.2000","Benin","Benin","Billion Kwh","generation","BEN","2000",0.07908,"Benin.2000",6865951
"BEN.2000","Benin","Benin","Billion Kwh","net imports","BEN","2000",0.37,"Benin.2000",6865951
"BEN.2000","Benin","Benin","Billion Kwh","exports","BEN","2000",0,"Benin.2000",6865951
"BEN.2000","Benin","Benin","Billion Kwh","consumption","BEN","2000",0.39008,"Benin.2000",6865951
"BEN.2001","Benin","Benin","Million Kw","capacity","BEN","2001",0.058,"Benin.2001",7076733
"BEN.2001","Benin","Benin","Billion Kwh","exports","BEN","2001",0,"Benin.2001",7076733
"BEN.2001","Benin","Benin","Billion Kwh","net imports","BEN","2001",0.42,"Benin.2001",7076733
"BEN.2001","Benin","Benin","Billion Kwh","distribution losses","BEN","2001",0.087,"Benin.2001",7076733
"BEN.2001","Benin","Benin","Billion Kwh","generation","BEN","2001",0.06216,"Benin.2001",7076733
"BEN.2001","Benin","Benin","Billion Kwh","imports","BEN","2001",0.42,"Benin.2001",7076733
"BEN.2001","Benin","Benin","Billion Kwh","consumption","BEN","2001",0.39516,"Benin.2001",7076733
"BEN.2002","Benin","Benin","Billion Kwh","imports","BEN","2002",0.437,"Benin.2002",7295394
"BEN.2002","Benin","Benin","Billion Kwh","exports","BEN","2002",0,"Benin.2002",7295394
"BEN.2002","Benin","Benin","Billion Kwh","generation","BEN","2002",0.05934,"Benin.2002",7295394
"BEN.2002","Benin","Benin","Billion Kwh","distribution losses","BEN","2002",0.098,"Benin.2002",7295394
"BEN.2002","Benin","Benin","Million Kw","capacity","BEN","2002",0.058,"Benin.2002",7295394
"BEN.2002","Benin","Benin","Billion Kwh","consumption","BEN","2002",0.39834,"Benin.2002",7295394
"BEN.2002","Benin","Benin","Billion Kwh","net imports","BEN","2002",0.437,"Benin.2002",7295394
"BEN.2003","Benin","Benin","Million Kw","capacity","BEN","2003",0.058,"Benin.2003",7520555
"BEN.2003","Benin","Benin","Billion Kwh","consumption","BEN","2003",0.48832,"Benin.2003",7520555
"BEN.2003","Benin","Benin","Billion Kwh","net imports","BEN","2003",0.52,"Benin.2003",7520555
"BEN.2003","Benin","Benin","Billion Kwh","exports","BEN","2003",0,"Benin.2003",7520555
"BEN.2003","Benin","Benin","Billion Kwh","distribution losses","BEN","2003",0.107,"Benin.2003",7520555
"BEN.2003","Benin","Benin","Billion Kwh","imports","BEN","2003",0.52,"Benin.2003",7520555
"BEN.2003","Benin","Benin","Billion Kwh","generation","BEN","2003",0.07532,"Benin.2003",7520555
"BEN.2004","Benin","Benin","Billion Kwh","consumption","BEN","2004",0.5402,"Benin.2004",7750004
"BEN.2004","Benin","Benin","Billion Kwh","exports","BEN","2004",0,"Benin.2004",7750004
"BEN.2004","Benin","Benin","Billion Kwh","imports","BEN","2004",0.578,"Benin.2004",7750004
"BEN.2004","Benin","Benin","Billion Kwh","distribution losses","BEN","2004",0.114,"Benin.2004",7750004
"BEN.2004","Benin","Benin","Billion Kwh","generation","BEN","2004",0.0762,"Benin.2004",7750004
"BEN.2004","Benin","Benin","Million Kw","capacity","BEN","2004",0.058,"Benin.2004",7750004
"BEN.2004","Benin","Benin","Billion Kwh","net imports","BEN","2004",0.578,"Benin.2004",7750004
"BEN.2005","Benin","Benin","Billion Kwh","consumption","BEN","2005",0.58264,"Benin.2005",7982225
"BEN.2005","Benin","Benin","Billion Kwh","net imports","BEN","2005",0.595,"Benin.2005",7982225
"BEN.2005","Benin","Benin","Billion Kwh","generation","BEN","2005",0.10064,"Benin.2005",7982225
"BEN.2005","Benin","Benin","Million Kw","capacity","BEN","2005",0.059,"Benin.2005",7982225
"BEN.2005","Benin","Benin","Billion Kwh","exports","BEN","2005",0,"Benin.2005",7982225
"BEN.2005","Benin","Benin","Billion Kwh","distribution losses","BEN","2005",0.113,"Benin.2005",7982225
"BEN.2005","Benin","Benin","Billion Kwh","imports","BEN","2005",0.595,"Benin.2005",7982225
"BEN.2006","Benin","Benin","Billion Kwh","distribution losses","BEN","2006",0.126,"Benin.2006",8216896
"BEN.2006","Benin","Benin","Billion Kwh","generation","BEN","2006",0.146,"Benin.2006",8216896
"BEN.2006","Benin","Benin","Billion Kwh","consumption","BEN","2006",0.61,"Benin.2006",8216896
"BEN.2006","Benin","Benin","Million Kw","capacity","BEN","2006",0.06,"Benin.2006",8216896
"BEN.2006","Benin","Benin","Billion Kwh","exports","BEN","2006",0,"Benin.2006",8216896
"BEN.2006","Benin","Benin","Billion Kwh","net imports","BEN","2006",0.59,"Benin.2006",8216896
"BEN.2006","Benin","Benin","Billion Kwh","imports","BEN","2006",0.59,"Benin.2006",8216896
"BEN.2007","Benin","Benin","Billion Kwh","generation","BEN","2007",0.20798,"Benin.2007",8454791
"BEN.2007","Benin","Benin","Billion Kwh","consumption","BEN","2007",0.66198,"Benin.2007",8454791
"BEN.2007","Benin","Benin","Billion Kwh","distribution losses","BEN","2007",0.125,"Benin.2007",8454791
"BEN.2007","Benin","Benin","Billion Kwh","imports","BEN","2007",0.579,"Benin.2007",8454791
"BEN.2007","Benin","Benin","Billion Kwh","net imports","BEN","2007",0.579,"Benin.2007",8454791
"BEN.2007","Benin","Benin","Million Kw","capacity","BEN","2007",0.06,"Benin.2007",8454791
"BEN.2007","Benin","Benin","Billion Kwh","exports","BEN","2007",0,"Benin.2007",8454791
"BEN.2008","Benin","Benin","Million Kw","capacity","BEN","2008",0.171,"Benin.2008",8696916
"BEN.2008","Benin","Benin","Billion Kwh","distribution losses","BEN","2008",0.14,"Benin.2008",8696916
"BEN.2008","Benin","Benin","Billion Kwh","consumption","BEN","2008",0.73844,"Benin.2008",8696916
"BEN.2008","Benin","Benin","Billion Kwh","net imports","BEN","2008",0.662,"Benin.2008",8696916
"BEN.2008","Benin","Benin","Billion Kwh","generation","BEN","2008",0.21644,"Benin.2008",8696916
"BEN.2008","Benin","Benin","Billion Kwh","imports","BEN","2008",0.662,"Benin.2008",8696916
"BEN.2008","Benin","Benin","Billion Kwh","exports","BEN","2008",0,"Benin.2008",8696916
"BEN.2009","Benin","Benin","Billion Kwh","net imports","BEN","2009",0.866,"Benin.2009",8944706
"BEN.2009","Benin","Benin","Million Kw","capacity","BEN","2009",0.171,"Benin.2009",8944706
"BEN.2009","Benin","Benin","Billion Kwh","distribution losses","BEN","2009",0.208,"Benin.2009",8944706
"BEN.2009","Benin","Benin","Billion Kwh","imports","BEN","2009",0.866,"Benin.2009",8944706
"BEN.2009","Benin","Benin","Billion Kwh","generation","BEN","2009",0.12138,"Benin.2009",8944706
"BEN.2009","Benin","Benin","Billion Kwh","exports","BEN","2009",0,"Benin.2009",8944706
"BEN.2009","Benin","Benin","Billion Kwh","consumption","BEN","2009",0.77938,"Benin.2009",8944706
"BEN.2010","Benin","Benin","Billion Kwh","generation","BEN","2010",0.10916,"Benin.2010",9199259
"BEN.2010","Benin","Benin","Billion Kwh","distribution losses","BEN","2010",0.207,"Benin.2010",9199259
"BEN.2010","Benin","Benin","Billion Kwh","exports","BEN","2010",0,"Benin.2010",9199259
"BEN.2010","Benin","Benin","Billion Kwh","imports","BEN","2010",1.006,"Benin.2010",9199259
"BEN.2010","Benin","Benin","Billion Kwh","consumption","BEN","2010",0.90816,"Benin.2010",9199259
"BEN.2010","Benin","Benin","Million Kw","capacity","BEN","2010",0.171,"Benin.2010",9199259
"BEN.2010","Benin","Benin","Billion Kwh","net imports","BEN","2010",1.006,"Benin.2010",9199259
"BEN.2011","Benin","Benin","Million Kw","capacity","BEN","2011",0.175,"Benin.2011",9460802
"BEN.2011","Benin","Benin","Billion Kwh","consumption","BEN","2011",0.90494,"Benin.2011",9460802
"BEN.2011","Benin","Benin","Billion Kwh","generation","BEN","2011",0.09694,"Benin.2011",9460802
"BEN.2011","Benin","Benin","Billion Kwh","net imports","BEN","2011",1.012,"Benin.2011",9460802
